Text,Sentiment
Camera=💩,Neutral
Nice,Positive
Low quality camera,Neutral
"Great phone.. Doesn't lag..has 5G but couldn't test.. Screenguard is already applied by company. Got back case too.. doesnt heat.. havent tested heavy games yet.. Samsung has bloatware, oneplus doesn't have any will update detailed review in 2-3 months use ...",Positive
"Oxygen OS UI is best, and you will feel smooth experience with beautiful display and loud speaker and headphones jack output is crisp and loud...camera need optimization specially in low light ...but the look and feel and light weight of this device will amaze u for sure ...and its good to go with the device with OnePlus brand value.",Positive
Pingarpent koncham sloga hondiPhone is good,Positive
It was best experience in this phone in every specs.The great one camera result and blurr images,Positive
Camera is goodDisplay is nicePrivacy features are awasome,Neutral
"The media could not be loaded.
                



 Don’t buy price less agreed but phone is extremely poor",Negative
Camera quality isnot expecting my choice,Neutral
Excellent,Positive
Good,Positive
Nice,Positive
"Except for the camera, everything is good about this phone.",Positive
Not good,Negative
Never been disappointed yet .good product  but call recording system is poor as it will announce to the opposite person that call is being recorded,Negative
Highly recommend this phone at this price range. Must buy,Positive
Excellent,Positive
Phone is very good and a perfect fit protective cover is also supplied which is very useful.,Positive
"The media could not be loaded.
                



 Super",Positive
"Phone is smooth. OS is fine. Display is bad, even it is Amoled. Nothing compared to any good Samsung phone. I was a user of Samsung A30 and wish I could switch back to it.",Positive
"Worth of money.. mobile is good for this price whos intrested to used oxygenOS, display litely dull bcz of no AMOLED display and brightness is very low bus 120Hz display so mobile smoothly work...",Positive
When you compare with Samsung M52 with same price tag you feel incomplete for wide range and front camera. The size  could be better if it would be 6.5 inches.Overall handy and lightweight .,Positive
"Was very good, more worth full for our money",Positive
Best phone in this budgetMust go for it😍😍,Positive
Goooood,Neutral
Old one plus is very good but latest is nothing good,Positive
Value for money phone 📲,Neutral
In this price range this phone is awesome all is good like batery charging speed so fast and camera is good.,Positive
Nice to use,Positive
Little heat while using phn behalf of that worth of buying it,Positive
Battery life is too bad,Negative
Battery backup is not good,Negative
Very nice product must buy it very value for money product,Positive
Nice phoneGood camera,Positive
Good product,Positive
Good product fast charging,Positive
Good,Positive
"Although price is bit higher, mobile is good.Using from last one month,sound, camera clarity,battery back up good.night clicks not so good.",Positive
Nice,Positive
Nice phone for this price rangeSuper camraBettery backup good,Positive
Nae,Neutral
Good performance and good quality,Positive
I'm happy with the product,Positive
Simply superb smartphone in 5g segment 👍,Positive
"performance not upto the mark, vivo v series is better",Positive
Nice design photo,Positive
Up,Neutral
Every day 2 time charge battery backup very poor OnePlus solved this problem,Negative
Only original charger can fast charging.but you can't use other charger than charging is too slow and phone can be heated..,Positive
Display is okBattery is goodTouch sensor is goodOverall good pocket friendly mobile,Positive
"Phone is awesome and worth its price. Camera, performance and look is awesome but disappointed with battery life. It's battery life may have been increased to give an fully awesome experience.",Positive
Photo is bad remaining all good,Positive
fingerprint reader not working properly go one plus store they said it's damaged I purchased online that's why not check properly very disappointed not purchased any phone online in future,Negative
"Let's Talk about OnePlus Nord CE2Price 24k Not WorthyOnly Us toes Brand Value.Fast Charging Phone with Fast Draining Battery.Average Camera's, poor Build Quality.And still Running on Android 11.Most of the phone's come with Android 12 out of the box. OnePlus Signature Alert Slider Missing too.Only one good thing I feel super amoled display.It's my opinion after 1 months of usage.Thank you 😌💖",Positive
No,Neutral
Good phone,Positive
A 1,Neutral
"Fingerprint not good working, battery life is not good, camera quality is average",Negative
"Best phone, the feel is just like iphone but in a affordable price. I was using mi which has so many preinstalled app but it has a very clean interface.Speed is also good.All good to have featuresDont go for paid reviews of other phone go for this phone it is very good and classy, slim",Positive
Good,Positive
Awesome,Positive
Best Phone,Positive
Finger sensor not working properly sometime,Neutral
I am  using this mobile 1 monthI observe in this mobile battery back up is worst in this Mobile,Negative
"One of Best Mobile, no heating,no leging,fast charging,nice camera and best Display",Positive
All features r best..,Positive
Best mobile,Positive
Nice mobile good camera good speaker battery life some low other features all good,Positive
Camera is good light weight and smart look,Positive
Good,Positive
Good,Positive
The media could not be loaded.,Neutral
Back panal Bult quality is not good,Negative
Battery backup is very poor,Negative
"Battery life not good, camara good, fingerprint reader also good",Positive
Good,Positive
"On good side,1.Phone's look and feel is good.2. Camera quality is also okay.3. Night photography is good.4. Design is also good.5. Fast charger is blessing. 100% in around 30 mins.On con side,1. phone has connectivity issues specially when using calling over wifi.2. Phone always feels warm. It seems lot of processes running in background. Or may be battery 🔋 is heating up .. not sure.3. I observed that phone gets warmer if we switch on eye comfort mode.4. Sound quality of speaker is also average.5. Battery life is average too. Lasts a day with very normal use. Not sure how fast it would drain if we play games on it.",Positive
"OnePlus is losing its originality, previous OnePlus mobiles are very good in terms of camera , performance etc.,,But now (OnePlus Nord CE 2) is not having such great features .Camera clarity is worst.Performance is below average ( BGMI cannot play effectively)Battery is good.Design is decent.",Positive
Bekaar product,Neutral
Overall a good phone. Camera quality can be better. Also there are heating issues.,Positive
I like it,Neutral
Wrost experience with it i buy OnePlus first time after using one month only charger not working it's a default of quality check get,Positive
Pickup and delivery service very slow,Negative
Slow work mobile camera best battery slow,Positive
"Pretty decent phone, using since 1 month, no major issues as of now",Positive
Camera Quality is Fantastic ❤️,Positive
Best mobile I ever purchased.its available in cheap price. It has long bettery packup.camera quality is also best I m happy with this one plus Nord ce 2 lite.thnku Amazon and OnePlus for selling this.,Positive
Affordable Oneplus mobile. Really appreciate company view point for covering Indian market.,Positive
"The media could not be loaded.
                



 After Using My All New One Plus Nord CE2 5G Phone. I an Going to Review It. Really Awesome Phone. Very Smooth & Operating Also Good.Need Some Upgrade to Perfect This Phone.",Positive
Great phone camera could have been better,Positive
Best device in this price range,Positive
"Product is good. Net surfing is very fast. And camera zooming better in realme, vivo, Samsung this price range.",Positive
"I like the phone it's beenmore than 2 months aince I bought it. I have zero complaints about it. And tha camera, battery, sensors, gestures, fingerprint, face recognition almost all features are absolutely amazing wait proper response and working. And being a OnePlus product I guess this phone can run for atleast 4-6 years without any issues if maintained properly. Worth the money",Positive
"It is very good phone in this price range good camera quality, very good finger print reader overall very nice phone i would really recommend this phone",Positive
Perfect mobile,Positive
Phone is smooth. Gaming experience is fine.Camera is average. Night mode is below average.Battery drains very fast. Can last only 6-8hrs on continuous run. But has very good fast charging. U can completely charge in 45-60min.,Positive
"Good phone. But camera is average like 16000/- phone. Thay given mono speaker, in this price range we can get Dolby on other phone. Any way performance is good. Very fast like blink of your eyes. But much over priced. It should come in 22k to 23k range.",Positive
Good mid range mobile but on higher price range,Positive
Without using mobile battery decreased,Negative
Nice one with the budget,Positive
"This is a budget model and a lot of One Plus features are compromised in this model. The camera clarity is bad for the price we pay. Also, this model has some issue with the proximity sensor. One of cousins and I had purchased this phone during the launch offer. But both of us have the same issue with proximity sensor. Even if we lock the phone while in a call, the display turns on automatically with every small movement and will start dialling on it own which will make the listener uncomfortable (listening to the continuous tap on keys). Other than these two, I have not noticed any other issue. But I feel its not a model worthy of 20K",Negative
"Descent phone.Great Design.Batter and charging is very good.Display is awesome,90Hz is perfect.Processor in perfect regarding price.Better 5g connectivity, this phone has 8 5g bands means future protected.Disappointing thing is camera,less than average camera quality, with 24k price cameras should be much better.",Positive
Battery charge is not upto mark,Neutral
Dont buy one plus guys worst phone and the que in the support store will take hours....I bought CE 2 one month prior i got display blotting problem the service centre asked me to pay 6400 though the phone was not damaged.....utterly crap please don't buy one plus ....useless phone no value for money..in case you buy the phone sell it immediately completely useless...and one plus is a problematic brand long ques in service centres of no help....guys please don't buy one plus go for Samsung the trustworthy brand....,Negative
"Each and everything about this phone is surprising what was truly more than expected was the charging I literall placed on charge at 9:00 @ 18% battery and after my breakfast @ 9:17 it was 81%, I was shocked and that lasted an ample amount of time in office, have left taking charger to office. Also the night charging is great the phone automatically optimises how fast to charge the mobile so that it reaches 100% at 6 in the morning.Happy till now with the purchase.Though there is a downside I hated the google phone and contact app I am badly missing the stock OnePlus apps, this is OnePlus not some android phone please don't use third party apps just be yourself you are gr8.",Positive
"This is an amazing phone for people looking at OnePlus brand to start with. I have previously owned One plus 2 and a One plus 5T and when I had to switch this time, I didn’t want to move away from OnePlus brand and spend too much money as well. I am a basic smartphone user and use this for basic browsing, social media, YouTube etc and this phone meets the performance bar. If you are looking for a good phone without making compromises on quality of components, camera etc, you can definitely consider this.",Positive
Good display quality and fingerprints process is very much for use.,Positive
Mobile Performance is super..Camera is amazing.. Battery backup up also very good..Total performance=💯,Positive
Battery life and camera is goood,Neutral
Fingerprint,Neutral
It was very good mobile in budget price,Positive
Very good camera n smooth gameplay I'm happy with this device one plus Nord ce 2,Positive
"My experience is very good after using of 25 days. Battery backup is good,camara experience is Asame.Resresh rate 90.2 which is never hung this phone.",Positive
Great performance,Positive
Good battery and value for money best phone,Positive
Charge very fast almost full in 40min,Positive
"This is one of the best phone in mid range. But don't expect lot, it just doing good performance. I am a regular usage, just few applications so 2 days battery life I am getting. Camera is okay, try different methods to get clear photo. I use sometimes AI off/no, so we can get different clarity. Display is awesome, it support HRD10+. Not sure in Netflix. Slider button is missing, however I was never use the slider button in my OnePlus 3 earlier. I got this phone at 16500 with exchange of my OnePlus 3 and some Amazon coupon. So it's worth to buy with offers.",Positive
Good quality,Positive
I liked this phone.,Positive
I love this phone but battery is not good,Positive
Display quality so poor and this phone like oppo or realme phone,Negative
Good Phone,Positive
Battery life is very poor approx  ~ 4 h,Negative
"I said - just ok, I'm not like his display.. Camara also just ok.",Positive
Previously I used redmi note 4 over 4+ year but when I used OnePlus nore ce 2 5g it's quite bit disappointed me because of not having many more features.Thank you It's absolutely me opinion .,Positive
"I wanted to gift a fone to my parents, after a research of almost 20 days I ended up taking 2 mobiles of this Nord 2 5g...1) User friendly interface, specially for elder ones.2) Battery is long lasting3) Fingerprint senser is fast enough.4) The camera is satisfactory.5) Sound quality is wonderful.Overall the fone is worth the money.",Positive
Fast charging is very good but span of battery life is not satisfactory...camera quality is good... processor is fast and smooth...,Positive
"Overall good budget phone by OnePlus , you will get all the high end features in this.Touch is good.Battery is ok .Camera is not good as compare to samsung same price phone.Little heating but manageable.",Positive
Comes with screen protector already applied. Good battery life. A nice phone to buy.,Positive
Tip top phone,Positive
Camera achha nhi hai,Neutral
"Mobile hangs when multiple apps are running. Also, the logo is not highlighted as in other OnePlus mobiles, showing their hesitation in showcasing this model in this league. Otherwise good",Positive
Excellent,Positive
Good product,Positive
"Not a good phone for 22k my phone keeps hanging it takes a long time to open an app, they have kept the finger print on the power button which does recognise your finger with cover or flip, front camera is horrible, when it comes to battery it doesn't long more then 14 hrs and voo charge takes time",Negative
Dislike,Neutral
I mostly use phone for calling and photography. Battery life is pretty good. Camera quality is also best.,Positive
Good mobile,Positive
Good,Positive
😍,Neutral
Fingerprint sensor doesn't work always & whenever it does it requires forced finger to open.5000 mah battery doesn't give it's due back up & finally the so called 64 megapixel camera is absolutely pathetic. The Worst phone ever.,Negative
All are fine but can improve,Positive
Not good,Negative
Battery backup and touch not upto the mark,Neutral
Best in class,Positive
It is amazing Phone 📱.,Positive
Best for daily use,Positive
Nice mobile,Positive
Liked the product.,Positive
One of the best,Positive
"Performance, Camera, Build too much weightVery slow in performance gets hang when open more than 3 app at a time. This is a week old phone and facing slowness issue. Never expected this from OnePlus like brand... Do not purchase it..",Positive
Superb,Positive
The media could not be loaded.,Neutral
Camera quality average. Display is LCD.  Sound was nice.Phone looks premium.Amoled display and in display fingerprint will make more impression.,Positive
"Not the 1+ quality at all..recommend to do not buy this product.Camera Quality rating 2 out of 5.Finger Print reader- 3 out of 5.Phone heating issue, even you can not use the torch during video watch time, phone will population system heat.",Neutral
My first ever onle plus.just loved it..thank you amazon.!!,Positive
"Fantastic battery life,charging is very quick, descent camera clicks good selfie; day 2 day activity no lagging..go for it",Positive
"Worst mobile , don't buy this mobile.  Camera is very worst.",Negative
Its very good phone under 20k review me jitna karab bol rahe hai utma ye bura nah hai acha hai,Positive
The fingerprint reader is little bit of slow... Otherwise the product is good,Positive
In some point there are two same operational app which comes inbuilt with oxigen OS. I am unable to uninstall either one. Also the camera performance is poor not upto the oneplus mark. If possible upgrade camera software to resolve the issues.,Negative
Super,Positive
"Awesome phone on this price because it's in advanced features and phone locks iconic..... back camre and frant bothe are good finger print faster accepted by phone and battery backup is good .......my experience shre to you ... thanks to Amazon,,❤️❤️",Positive
My Phone's battery drawning very fastly.. thats why I have to charge my phone twice a dayIt's really disgusting 😡,Negative
Awesome phone from 1+ with this range,Positive
"Ordered after comparing samsung M33, lava Agni, redmi and other phones in this range but ordered this one because of brand value and features. Can't think of anything missing in this phone which I might have got in more expensive phones except water proof. Went to store and checked phones physically as well and landed on this one finally. Absolutely no regrets whatsoever ....",Negative
"Camera quality is not upto the mark as 62MP, Not much advanced as expected and it is comparable to Redmi phones of worth 10000-15000/- ₹ maximum. But Phone look is very good. Phone charging speed is really fast within 30-35 min mobile can be 100 percent charge. Overall mobile is ok..but really not the worth of 25000₹.",Positive
The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.,Positive
It help in my job,Neutral
"Single sound , display quality is not up to mark , performance issue",Positive
Nice product for money.,Positive
"The performance and battery life are great but this phone's camera is complete trash, a total let down compared to previous Nords too.",Positive
Not just the fast charging that's impressive the battery backup is impressive too! The camera does so good ' the rear camera  has an auto HDR glitch  which i have to turn off everysingle time ! The selfie camera is just fantastic! My device doesn't lag not even a bit' and the features it has everything everysingle features for which OnePlus is known for but yea it misses the alert slider . The screen is well lit iand  the software UI it's an add-on to the beautiful screen .I get good ok network speed on this one . I had a hard time on my past device ...This device is really worth purchase,Positive
Nice mobile to use. Battery backup is very good. Display quality is very clear. Need to improve camera quality and Android 12 OS upgrade in future.,Positive
"After using it for a month, I found some lagging issue with this phone..Other wise good with exchange offer.",Positive
"I am giving this review after 15 working days1) With Moderate  use , battery 🔋 backup is more than 60+ Hours.2) Camera Quality is V.good but not Top-notch ( or Excellent).3) Functioning is very smooth4) Front or Back sensor Touch is good in Mobile but this phone Consists of Side lock as sensor Touch which creates unwanted irritation.5) Overall Great Android Phone in this  Price Range.",Positive
Must buy,Neutral
Product is very good performance and Amazon service is very very bad...lot of call and mail then I got product ... totally I am unhappy for this service ....also no single reponsed from service customer support.,Positive
Very good,Positive
Camara quality good,Positive
"Display & working speed is good, camera & battery average. Charging very fast",Positive
So sweet selfi,Positive
Not getting feel of one plus,Neutral
Good mobile in good price...,Positive
"The media could not be loaded.
                



 I expect quality but I'm disappointed I can't feel a fresh product I never expect this",Negative
This is my first OnePlus phone and I liked it for the following reasons:1) Sturdy build2) Premium looks and quality3) Firm grip4) Matte finish on the rear(top portion)5) Android 12 out of the box6) Quick software/security updates7) Quick charge8) Bigger battery9) Camera which is of good quality and10) Red cable club membership,Positive
Superb mobile,Positive
Very good.,Positive
Good phone,Positive
A decent phone from OnePlus in this budget,Positive
"If you looking for OnePlus under 22k then you must buy this. Fast fingerprint, battery life excellent, camera quality is good.",Positive
Option are limited in settings...Battery is Max a daySlim and weightlessCamera is okay...Processes is not up to mark to say about,Negative
"Waight, build quality, look, size, battery backup, 65W Super VOOC charging, camera, everything in this price range (25K) is well justified 👌",Positive
Best Phone,Positive
After use of 4 month of this phone I conclude that this phn is good at this price range .But it should be better. But sometimes phn feels like hand or slow even at 90hz amoled display. The best part is in 30 min it charges from 0 to 80% with the help of 65wt charger.,Positive
"The media could not be loaded.
                



 Screen, voice is worst",Negative
"The media could not be loaded.
                



 Mobile display not working and hitting too much",Positive
Wrost ever phone,Neutral
Nice mobile,Positive
Exlent super phone I like this mobile,Positive
Good,Positive
Camera quality is not so good as expected,Positive
"Not like 1+ older phone, this is mediated processor I think Qualcomm is best processor",Positive
Good,Positive
"Camera is good, battery performance also good.",Positive
Satisfactory mobile....worth to purchase in this price category.,Neutral
Overall a good phone in looks and in-hand feel..only the camera is not up to the mark.. satisfied with it..,Positive
Good one worth for money,Positive
U can't expect this sort of premiums in the other phones in the same price range. Even if they offer better on paper the in-hand experience and quality are far better. The quality and combination of both software and hardware is awesome and super constructive!,Positive
Amazing budget phone,Positive
In love with this phone. It is slim and light weight. I had OnePlus 6 before this and this phone is great in terms of camera and features. Overall it's a great good quality phone at this budget.,Positive
No comments,Neutral
Nice mobile but sound not ok,Positive
"Battery life is good once charged can be used for 1&1/2 day,superfast charging",Positive
"On this price range OnePlus is better. Camera is not expected , good battery backup.",Positive
It is good looking phone but battery is avrage continue using time 7 hours,Positive
Battery long last for a day for normal use.Other than no other issues with phone.,Positive
Good Phone - worth the price,Positive
"Camera is bad , software is laggy many other problems like call go on hold while calling..",Negative
Camera:10Looks:10Fingerprint reader: 10Operating System:9Overall:9.5An all rounder beast🔥🔥,Neutral
Good battery backup,Positive
Processing is good,Positive
Nice,Positive
Best,Positive
Worth for Money,Positive
Cons: Camera is the only one which doesn't meet my expectations. Previously I was using samsung m51. OnePlus It almost met the 50% of original quality of Samsung m51,Positive
I am using it form last 15 daysBattery life is goodFinger print scanner not read some time.Camera quality very poorDisplay resolution is excellent.All over rating 3.5/5 .,Positive
OnePlus quality reduce after low cost mobile launched,Neutral
Start the Clash of clan suddenly phone is too much lage  and out me home screen lock 5 mint it's not wrong it's stuck on blank screen,Positive
"Very good processor and also censer.bettery life one days completed and given 65watt charger.camera quality some poor,or I think one one catagory should be improved that is called 120GW refresh rate.rest of the part is very good.",Positive
Camera class.... Other things just ok...free accessories good... overall 4.5*,Positive
Name light but weat high,Positive
Battery life very bad,Negative
"Very good look, weight. Camera is too good however battery is average.",Positive
Excellent 👍👍👍👍👍👍👍👍👍👍,Positive
Nice product,Positive
Nice Experience with this Product.,Positive
Battery life is good,Positive
Excellent smartone in midrange segment 👍,Positive
I Use This Phone And Very Nice look and Easy To Use And Best Camera Videos Quantity,Positive
Camera perform very poor,Negative
Except camera everything is great. Screen on time I get is 8:30 hours without gaming. Screen quality is good. Heptics are to the point. Fingerprint reader sometimes misses but still okay.,Positive
Amazing camera quality.. definitely you are satisfied once you havepurchased this mobile.,Positive
It's nice mobile,Positive
The media could not be loaded.,Neutral
Goood,Neutral
Good phone,Positive
It's good mobile,Positive
I have been using this for a few weeks and performance is really up to the notch.I have tried high end games and there is no lag.,Positive
Ok,Positive
No voice call record option in phone.IMEI number not valid.,Neutral
Very nice 👍,Positive
Could be better compared with 9RT but good for budget range,Positive
"Writing after a month's use. Other than fingerprint the phone is good to use. Pocket friendly. Fingerprint isn't quick and your screen need to be awake to use finger print otherwise it doesn't work. Phone is good to use. Touch, battery , camera is good. Processor is also good. Overall phone is good for someone who has minimal usage. Overall a good one and pocket friendly",Positive
Worth for money,Positive
Camera good,Positive
Bad experience,Negative
Look and colour,Neutral
RAM spikes to 6GB usage with zero apps running.Fingerprint reader struggle almost every time.False Replacement promise from Amazon and didn't get any help from Amazon,Neutral
Very good product,Positive
Camera quality is good,Positive
Very good quality phone Camera quality is very good Phone is running very smooth,Positive
Na,Neutral
Good one,Positive
Camera quality and battery quality is poor,Negative
"Using this phone since last 20 days and experience nice great phone for 1+ lover who want a budget phone, camera is also desent but expected more, battery life is also fare",Positive
Over heat during call.,Neutral
"The media could not be loaded.
                



 betteri life good working and fast charge",Positive
Camera is avarage but processor is good,Positive
Best mobile phones in range,Positive
It's a good buy. Although you can get better alternative mobiles within the same budget that offer Better Camera Quality and higher specs,Positive
"Please go and have One Plus mobile, nice product",Positive
Battery capacity axi nhi h,Neutral
Camera ki quality toda aurr acha Kia Jaa sakta hai iss price range me,Neutral
"I just looked for clean OS, im satisfied with brand and quality.",Positive
Very y,Positive
"Finger print, battery life and camera quality. Looks like a ordinary phone.It's just one plus branding nothing else. It's a mistake by purchasing the mobile ..I really wanted to replace the product . Bad Experience. Not recommended at all. Price is too high with ordinary software and hardware. Not recommended. Camera bad, fingers print not working properly. No always on display. No Amoled screen. 1 🌟🌟🌟🌟🌟🌟🌟🌟",Negative
I like it n impressive on this price 👍👍,Positive
All over phone is good but sometimes I miss the alert slider  and camera is not according to OnePlus level,Positive
Brand value,Neutral
Good,Positive
This phone is superb,Positive
Camera very slow ( Directing )  & finger print,Negative
Dislike battery 5000 mah and camera good quality,Positive
"Camera is average ,fingerprint is much faster battery one day life but charger so fast",Positive
It's a very nice phone and the camera quality as well as the battery is too good.,Positive
Nice,Positive
The media could not be loaded.,Neutral
"Camera quality is descent, as you could expect for this price point , fingerprint works smoothly, battery and lcd screen is okay with no issue. Over all a decent phone for basic ussage but not recommended for gaming.",Positive
This product is liked by my son and he is very happy.,Positive
Battery life & camera not reached my expectations but I'm impressed with fast charging charger & mobile model & processer was good,Positive
Good,Positive
"Battery backup I get as one day,because of my office calls and work, if not I will get the battery backup another half day",Negative
Battery backup is not satisfying,Negative
This mobile hanging set,Neutral
phone going to extreme level heating like a fire,Negative
Great mobile,Positive
Worst phone ever used,Negative
Camera quality,Neutral
One Plus Nord ce 2 5G good but battery backup very bad,Negative
battery life needs to be improved,Neutral
Overall nice product at this price🎉,Positive
Overall good mobile.,Positive
The phone has looping rebooting issues for the first few days. Battery life is okay. Camera is okay,Positive
Awesome phone,Positive
"The media could not be loaded.
                



 The review after using one month, Excellent mobile and camera quality is awesome, there is no heating problem so far, Full charging in 20min, especially camera quality is too good. Processor performance is good. Audio quality is good.",Positive
I don't like back cover but style is awesome,Positive
Go for it without hesitation.its cool one with all good features.,Positive
Very good phone this prrice,Positive
Awesome,Positive
Overall good but coming touch issueThat is not value for money,Positive
"Inam using this phone one month battery life is good,camera is good, finger print little bit slow. Otherwise phone is super my ratting 4.5.",Positive
"The media could not be loaded.
                



 One plus Nord ce2 is overall good phone ..I am happy ...♥️🙂",Positive
nice one,Positive
One'of the budget King,Neutral
I like phone performance is good,Positive
Nice look.. Good to see.. Faster Charging,Positive
Ordered with high expectations given my past experience with One Plus but this phone fully disappointed me  Don't feel any major difference between using basic smartphone of 13-17k range and this phone.- battery backup very power unlike other one plus phone- touch is also not very good- proximity sensor doesn't work sometimes- Camera is average,Negative
😍 phone and the game changer by OnePlus in mid range. The image quality is far better than any other smartphone in this range.,Positive
Battery performance very good,Positive
Good product no cons as of now,Positive
It has all the features,Neutral
Good,Positive
Very nice fingerprint scanner,Positive
The media could not be loaded.,Neutral
"Speaker sound burst so i order for replacement, other all is good.",Positive
Amazing features and superfast but there is a lot of bug in recent updates..hope it will fix soon..,Positive
All Good and battery 🔋 Life so low,Positive
"Fellow buyers. If you buy this phone, then I request you to not update it immediately.What they do is - At the beginning they will keep the hardware volumes like ringtones, earpiece, speaker, very loud to attract you and not complain about it. Then at next updates these slimes bags will limit the volume at hardware levels, which you will never be able to change in anyway.Please spread this word to everyone.",Positive
OnePlus Nord ce2 lite 5G is best Budget phone from OnePlus,Positive
Nice Job,Positive
perfect and no other issues .... i used for 20 days after buying no issue where arrived. recommended to buy.,Positive
"3rd grade camera, display quality like 12k phone. If only you want to show brand logo then go and get.",Neutral
"Excellent phone 📱 specially Battery backup, camera quality and soft touch.",Positive
"I got it for 16999 ,where i got a great exchange deal for my old phone which was 4 year old",Positive
Battery,Neutral
I like the Product and Amazon have sent the Delivery on time,Neutral
Vest Mony,Neutral
Fingerprint i didjt like cam is very bad don't buy guys its wast of money. Put somemore money go for batter phone this is very bad. Decide is getting very hot and cam is not good fingerprint is not good. If these 3 are not good what u will.like in phone nothing totally bad product,Negative
Good phone but battery backup needs to be improved. Camera is not worth at price of 24000,Positive
"Designwise Looking Good, But camera not upto the mark. other things  I will review after one month usage.",Positive
No issues,Neutral
This device performs slow the operating system is too slowWaste of money?,Negative
The media could not be loaded.,Neutral
"excellent battery backup, camera is also be nice",Positive
The media could not be loaded.,Neutral
"It's a very good phone.Battery is good, camera is good.",Positive
"The media could not be loaded.
                



 Good phone",Positive
Nice,Positive
One of the best phone among all chienes phone...,Positive
Good choice 👍🏻,Positive
Every thing good,Positive
Actually it comes with overall positive outcomes and I like this brand so I gave it to full 5/5 to all its services. And in box i have found back cover also but it is not mentioned above. So it's a big pros,Positive
Go for 8 gb variant as 4.5 gb ram is always used,Neutral
Macro camera should be better.,Positive
Nice,Positive
Every thing is good but price range is little bit high 🙂,Positive
Some heating issue.,Neutral
May be hang once a day....Camera quality also good not Pro...Finger print n face'unlocking Pro...Screen prooo...,Positive
Improve battery capacity,Neutral
Good mobile camera quality is great battery is also owsome,Positive
Nice,Positive
VERY GOOD MOBILE EXCELLENT LOOK,Positive
Good ist all,Positive
I’m happy,Positive
Best phone 📱,Positive
"Not happy with battery life also OS is not handy, no options to share contact number as SMS & by default it goes on MMS, if you put call recording on phone announces it loudly at call start which embraces a lot, call recording must be told by phone owner  at starting of call not by phone company or OS",Negative
Finger print sensor was not good working and battery was drained shortly cemera was ok,Positive
I Like this phone,Neutral
Like,Neutral
"The media could not be loaded.
                



 एक लाईन में...... बहुत ही शानदार प्रॉडक्ट है।👌👌👌👌👌👌👌👌👌👌👌👌👌",Neutral
Money worth.. product is valve of money.. good performance..,Positive
"It's been 1 month since I took the phone, 2 times some appliction of the phone has been crossed and my redcable is also logged in to some other account, no one helps. Camera quality is poor, screen touch is also good doesn't work",Positive
Average phone from OnePlus. Not Impressed.,Negative
very good,Positive
Nice,Positive
Gr8,Neutral
"Excellent phone, when i saw so many number of reviews which were negative i was worried to buy one plus phones , but the phone is powerhouse at this price ! No single complaint! Greatful! #oneplus",Positive
Good ok,Positive
Nice,Positive
Mobile heavy heat,Negative
Battery life should be more otherwise it's a good option in that range.,Positive
This is an ok ok modelNot soo special one to go for it.The cam is okThe phone gets heated while charging.The phone charges fast.If you are a gamer don't go for this!If you are a mild user of mobile and can afford 20-25k you can try this!!Good luck!!,Positive
Good,Positive
Finger print perfect. Battery life good.But camera is little bit lesser quality in comparison to Nord 2 5g.,Positive
"Loved the phone, connectivity, weight, graphics, back-up and perfect product and worth every penny",Positive
Thanks One plus and Amazon for such a great deal. First one plus phone in budget range with amazing features quality and performance.,Positive
Good,Positive
Su,Neutral
Subanallah,Neutral
Excellent phone. Very good quality. Price is very competitive.,Positive
Good,Positive
Performance prospective this device has no issues but when it comes to battery it's draining bit early. Due to 65w charger we can charge it again in faster way.,Negative
High price,Positive
awesome :),Positive
Finger print reader is very slow.Camera is below average. OnePlus could have provided a better camera at this price range.I feel disappointed in the product.(Views personal),Negative
Camera quality is not much good has 1plus is known. And battery life is less,Negative
It troubles you a lot of time with voice assist getting activated. It does not have best of processing unit. Not what i wished...wished i went in for iphone,Positive
It's a good budget OnePlus phone. It's slow but has a good screen,Positive
"After using 2 months i have a review. Very good phone in this price. Picture  quality is good, camera and sound is osm. Very good experience for purchasing from purchasing through Amazon.",Positive
It fitted in my budget and fulfilled all my needs😀,Neutral
Phone has elegance design and smooth UI/UX experience. I have fount it valuable.,Positive
Bantry not goodCamera poor qualityFinger good,Positive
Worth,Positive
Working good & smoothly. Front & back both Camera quality is good. Happy & Satisfied !,Positive
Other brands like iqoo have better phones lesser than this price. Just bought it because of the brand but one plus is low-quality brand.,Positive
I'm writing this review after using 30 days !!!Be to honest this is normal Android phoneIt's not like OnePlusCamera quality very lowSound also lowOverheatingBattery 🔋 backup ok !!! For one day normal use itsOverall price it High for this handset not worth for moneyIf u really wanna buy OnePlus ho for higher end modelI'm first time buying OnePlusComplete disappointment,Positive
Worth for the price,Positive
"The media could not be loaded.
                



 Phone is is Fab!But sometime apps like Gaana, LinkedIn, etc are crashing, I think need to fix some bugs from OnePlus end.However, camera is good, finishing quality is good, sound effect could be better(not that load as compared to iPhone or other Mi phones)Touch is awesome, finger print sensor works too fast, excellent face detection unlockMost sexiest thing is charging, it charges way too quickly, 35-40min approx for full chageMany more extra features from Android Oxygen & One plus!!Phone is handy & a good buy in this range!",Positive
Smooth and fine OS . But I expect portrait capture in video,Positive
Love,Positive
Good processing speed. Good battery life.,Positive
Normal' fon finger 🤘 battery normal kolite,Positive
Good one from oneplus.,Positive
